"","YEAR","MONTH","DATE","SITE","TRANSECT","SP_CODE","AFDM","SCIENTIFIC_NAME","TAXON_CLASS","GROWTH_MORPH","COARSE_GROUPING"
"116480",2013,7,"2013-07-26","NAPL",5,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"116484",2013,7,"2013-07-26","NAPL",5,"PGL",2.59246371814563,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"116485",2013,7,"2013-07-26","NAPL",5,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"116494",2013,7,"2013-07-26","NAPL",5,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"116502",2013,7,"2013-07-26","NAPL",5,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"116503",2013,7,"2013-07-26","NAPL",5,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"116524",2013,7,"2013-07-26","NAPL",5,"SFL",17.5314804722501,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"116533",2013,7,"2013-07-26","NAPL",5,"SPL",1.76431248765649,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"116545",2013,7,"2013-07-26","NAPL",5,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"116560",2013,7,"2013-07-26","NAPL",6,"AML",19.7822647748665,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"116565",2013,7,"2013-07-26","NAPL",6,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"116566",2013,7,"2013-07-26","NAPL",6,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"116591",2013,7,"2013-07-26","NAPL",6,"CASP",6.68673885953241,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"116593",2013,7,"2013-07-26","NAPL",6,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"116604",2013,7,"2013-07-26","NAPL",6,"COCA",0,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"116614",2013,7,"2013-07-26","NAPL",6,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"116620",2013,7,"2013-07-26","NAPL",6,"CYSP",0.729942118709173,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"116623",2013,7,"2013-07-26","NAPL",6,"DIL",0.399152638390641,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"116653",2013,7,"2013-07-26","NAPL",6,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"116656",2013,7,"2013-07-26","NAPL",6,"HARU",0.87641903633372,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"116667",2013,7,"2013-07-26","NAPL",6,"KEKE",0.244158188193072,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"116668",2013,7,"2013-07-26","NAPL",6,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"116673",2013,7,"2013-07-26","NAPL",6,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"116677",2013,7,"2013-07-26","NAPL",6,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"116683",2013,7,"2013-07-26","NAPL",6,"MECR",0,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"116684",2013,7,"2013-07-26","NAPL",6,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"116693",2013,7,"2013-07-26","NAPL",6,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"116696",2013,7,"2013-07-26","NAPL",6,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"116698",2013,7,"2013-07-26","NAPL",6,"OKL",0.158027703686792,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"116699",2013,7,"2013-07-26","NAPL",6,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"116701",2013,7,"2013-07-26","NAPL",6,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"116705",2013,7,"2013-07-26","NAPL",6,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"116706",2013,7,"2013-07-26","NAPL",6,"PAPA",0.539735872824198,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"116708",2013,7,"2013-07-26","NAPL",6,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"116712",2013,7,"2013-07-26","NAPL",6,"PGL",5.52026741871189,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"116713",2013,7,"2013-07-26","NAPL",6,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"116722",2013,7,"2013-07-26","NAPL",6,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"116730",2013,7,"2013-07-26","NAPL",6,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"116731",2013,7,"2013-07-26","NAPL",6,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"116752",2013,7,"2013-07-26","NAPL",6,"SFL",48.853860293686,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"116761",2013,7,"2013-07-26","NAPL",6,"SPL",7.83073614794869,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"116773",2013,7,"2013-07-26","NAPL",6,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"116788",2013,7,"2013-07-26","NAPL",7,"AML",22.3849647136981,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"116793",2013,7,"2013-07-26","NAPL",7,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"116794",2013,7,"2013-07-26","NAPL",7,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"116819",2013,7,"2013-07-26","NAPL",7,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"116821",2013,7,"2013-07-26","NAPL",7,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"116832",2013,7,"2013-07-26","NAPL",7,"COCA",0,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"116842",2013,7,"2013-07-26","NAPL",7,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"116848",2013,7,"2013-07-26","NAPL",7,"CYSP",1.45988423741835,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"116851",2013,7,"2013-07-26","NAPL",7,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"116881",2013,7,"2013-07-26","NAPL",7,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"116884",2013,7,"2013-07-26","NAPL",7,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"116895",2013,7,"2013-07-26","NAPL",7,"KEKE",0.081386062731024,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"116896",2013,7,"2013-07-26","NAPL",7,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"116901",2013,7,"2013-07-26","NAPL",7,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"116905",2013,7,"2013-07-26","NAPL",7,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"116911",2013,7,"2013-07-26","NAPL",7,"MECR",0,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"116912",2013,7,"2013-07-26","NAPL",7,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"116921",2013,7,"2013-07-26","NAPL",7,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"116924",2013,7,"2013-07-26","NAPL",7,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"116926",2013,7,"2013-07-26","NAPL",7,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"116927",2013,7,"2013-07-26","NAPL",7,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"116929",2013,7,"2013-07-26","NAPL",7,"OPSP",0.325780045251514,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"116933",2013,7,"2013-07-26","NAPL",7,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"116934",2013,7,"2013-07-26","NAPL",7,"PAPA",0.773978705357789,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"116936",2013,7,"2013-07-26","NAPL",7,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"116940",2013,7,"2013-07-26","NAPL",7,"PGL",1.39509715399636,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"116941",2013,7,"2013-07-26","NAPL",7,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"116950",2013,7,"2013-07-26","NAPL",7,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"116958",2013,7,"2013-07-26","NAPL",7,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"116959",2013,7,"2013-07-26","NAPL",7,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"116980",2013,7,"2013-07-26","NAPL",7,"SFL",28.2489543930279,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"116989",2013,7,"2013-07-26","NAPL",7,"SPL",3.33725891440675,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"117001",2013,7,"2013-07-26","NAPL",7,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"117016",2013,7,"2013-07-26","NAPL",8,"AML",29.9288540948341,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"117021",2013,7,"2013-07-26","NAPL",8,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"117022",2013,7,"2013-07-26","NAPL",8,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"117047",2013,7,"2013-07-26","NAPL",8,"CASP",6.68673885953241,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"117049",2013,7,"2013-07-26","NAPL",8,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"117060",2013,7,"2013-07-26","NAPL",8,"COCA",0,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"117070",2013,7,"2013-07-26","NAPL",8,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"117076",2013,7,"2013-07-26","NAPL",8,"CYSP",3.64971059354587,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"117079",2013,7,"2013-07-26","NAPL",8,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"117109",2013,7,"2013-07-26","NAPL",8,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"117112",2013,7,"2013-07-26","NAPL",8,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"117123",2013,7,"2013-07-26","NAPL",8,"KEKE",0.068203510230792,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"117124",2013,7,"2013-07-26","NAPL",8,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"117129",2013,7,"2013-07-26","NAPL",8,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"117133",2013,7,"2013-07-26","NAPL",8,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"117139",2013,7,"2013-07-26","NAPL",8,"MECR",0.409242686043507,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"117140",2013,7,"2013-07-26","NAPL",8,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"117149",2013,7,"2013-07-26","NAPL",8,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"117152",2013,7,"2013-07-26","NAPL",8,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"117154",2013,7,"2013-07-26","NAPL",8,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"117155",2013,7,"2013-07-26","NAPL",8,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"117157",2013,7,"2013-07-26","NAPL",8,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"117161",2013,7,"2013-07-26","NAPL",8,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"117162",2013,7,"2013-07-26","NAPL",8,"PAPA",1.4110512700188,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"117164",2013,7,"2013-07-26","NAPL",8,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"117168",2013,7,"2013-07-26","NAPL",8,"PGL",3.01247271650931,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"117169",2013,7,"2013-07-26","NAPL",8,"PHL",0,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"117178",2013,7,"2013-07-26","NAPL",8,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"117186",2013,7,"2013-07-26","NAPL",8,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"117187",2013,7,"2013-07-26","NAPL",8,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"117208",2013,7,"2013-07-26","NAPL",8,"SFL",5.84382682408336,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"117217",2013,7,"2013-07-26","NAPL",8,"SPL",7.36870755359699,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"117229",2013,7,"2013-07-26","NAPL",8,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"117244",2013,7,"2013-07-29","SCDI",2,"AML",0.548476609794461,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"117249",2013,7,"2013-07-29","SCDI",2,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"117250",2013,7,"2013-07-29","SCDI",2,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"117275",2013,7,"2013-07-29","SCDI",2,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"117277",2013,7,"2013-07-29","SCDI",2,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"117288",2013,7,"2013-07-29","SCDI",2,"COCA",0,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"117298",2013,7,"2013-07-29","SCDI",2,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"117304",2013,7,"2013-07-29","SCDI",2,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"117307",2013,7,"2013-07-29","SCDI",2,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"117337",2013,7,"2013-07-29","SCDI",2,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"117340",2013,7,"2013-07-29","SCDI",2,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"117351",2013,7,"2013-07-29","SCDI",2,"KEKE",0,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"117352",2013,7,"2013-07-29","SCDI",2,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"117357",2013,7,"2013-07-29","SCDI",2,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"117361",2013,7,"2013-07-29","SCDI",2,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"117367",2013,7,"2013-07-29","SCDI",2,"MECR",0.409242686043507,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"117368",2013,7,"2013-07-29","SCDI",2,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"117377",2013,7,"2013-07-29","SCDI",2,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"117380",2013,7,"2013-07-29","SCDI",2,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"117382",2013,7,"2013-07-29","SCDI",2,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"117383",2013,7,"2013-07-29","SCDI",2,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"117385",2013,7,"2013-07-29","SCDI",2,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"117389",2013,7,"2013-07-29","SCDI",2,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"117390",2013,7,"2013-07-29","SCDI",2,"PAPA",0.668918763008763,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"117392",2013,7,"2013-07-29","SCDI",2,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"117396",2013,7,"2013-07-29","SCDI",2,"PGL",8.46700205028966,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"117397",2013,7,"2013-07-29","SCDI",2,"PHL",19.4306263441317,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"117406",2013,7,"2013-07-29","SCDI",2,"POL",0.216933683949465,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"117414",2013,7,"2013-07-29","SCDI",2,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"117415",2013,7,"2013-07-29","SCDI",2,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"117436",2013,7,"2013-07-29","SCDI",2,"SFL",135.366418239467,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"117445",2013,7,"2013-07-29","SCDI",2,"SPL",37.2352578215405,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"117457",2013,7,"2013-07-29","SCDI",2,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"117472",2013,7,"2013-07-29","SCDI",3,"AML",2.22098514976111,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"117477",2013,7,"2013-07-29","SCDI",3,"APCA",0,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"117478",2013,7,"2013-07-29","SCDI",3,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"117503",2013,7,"2013-07-29","SCDI",3,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"117505",2013,7,"2013-07-29","SCDI",3,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"117516",2013,7,"2013-07-29","SCDI",3,"COCA",0,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"117526",2013,7,"2013-07-29","SCDI",3,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"117532",2013,7,"2013-07-29","SCDI",3,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"117535",2013,7,"2013-07-29","SCDI",3,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"117565",2013,7,"2013-07-29","SCDI",3,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"117568",2013,7,"2013-07-29","SCDI",3,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"117579",2013,7,"2013-07-29","SCDI",3,"KEKE",0,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"117580",2013,7,"2013-07-29","SCDI",3,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"117585",2013,7,"2013-07-29","SCDI",3,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"117589",2013,7,"2013-07-29","SCDI",3,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"117595",2013,7,"2013-07-29","SCDI",3,"MECR",0.75516153809696,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"117596",2013,7,"2013-07-29","SCDI",3,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"117605",2013,7,"2013-07-29","SCDI",3,"NONO",1.28728339837911,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"117608",2013,7,"2013-07-29","SCDI",3,"OCTO",0,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"117610",2013,7,"2013-07-29","SCDI",3,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"117611",2013,7,"2013-07-29","SCDI",3,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"117613",2013,7,"2013-07-29","SCDI",3,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"117617",2013,7,"2013-07-29","SCDI",3,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"117618",2013,7,"2013-07-29","SCDI",3,"PAPA",0.252524268382846,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"117620",2013,7,"2013-07-29","SCDI",3,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
"117624",2013,7,"2013-07-29","SCDI",3,"PGL",2.49202717173007,"Pisaster giganteus","Asteroidea","SOLITARY","MOBILE INVERT"
"117625",2013,7,"2013-07-29","SCDI",3,"PHL",7.1004905191983,"Pycnopodia helianthoides","Asteroidea","SOLITARY","MOBILE INVERT"
"117634",2013,7,"2013-07-29","SCDI",3,"POL",0,"Pisaster ochraceus","Asteroidea","SOLITARY","MOBILE INVERT"
"117642",2013,7,"2013-07-29","SCDI",3,"PTTR",0,"Pteropurpura trialata","Gastropoda","SOLITARY","MOBILE INVERT"
"117643",2013,7,"2013-07-29","SCDI",3,"PUPR",0,"Pugettia producta","Malacostraca","SOLITARY","MOBILE INVERT"
"117664",2013,7,"2013-07-29","SCDI",3,"SFL",22.9858645743595,"Mesocentrotus franciscanus","Echinoidea","SOLITARY","MOBILE INVERT"
"117673",2013,7,"2013-07-29","SCDI",3,"SPL",18.82713901403,"Strongylocentrotus purpuratus","Echinoidea","SOLITARY","MOBILE INVERT"
"117685",2013,7,"2013-07-29","SCDI",3,"TESP",0,"Tegula spp. ","Gastropoda","SOLITARY","MOBILE INVERT"
"117700",2013,7,"2013-07-29","SCTW",2,"AML",1.48444385501781,"Patiria miniata","Asteroidea","SOLITARY","MOBILE INVERT"
"117705",2013,7,"2013-07-29","SCTW",2,"APCA",2.44592160565881,"Aplysia californica","Gastropoda","SOLITARY","MOBILE INVERT"
"117706",2013,7,"2013-07-29","SCTW",2,"APVA",0,"Aplysia vaccaria","Gastropoda","SOLITARY","MOBILE INVERT"
"117731",2013,7,"2013-07-29","SCTW",2,"CASP",0,"Cancer spp. ","Malacostraca","SOLITARY","MOBILE INVERT"
"117733",2013,7,"2013-07-29","SCTW",2,"CECO",0,"Centrostephanus coronatus","Echinoidea","SOLITARY","MOBILE INVERT"
"117744",2013,7,"2013-07-29","SCTW",2,"COCA",0.0341688777391814,"Californiconus californicus","Gastropoda","AGGREGATED","MOBILE INVERT"
"117754",2013,7,"2013-07-29","SCTW",2,"CUKE",0,"Apostichopus californicus","Holothuroidea","SOLITARY","MOBILE INVERT"
"117760",2013,7,"2013-07-29","SCTW",2,"CYSP",0,"Neobernaya spadicea","Gastropoda","SOLITARY","MOBILE INVERT"
"117763",2013,7,"2013-07-29","SCTW",2,"DIL",0,"Dermasterias imbricata","Asteroidea","SOLITARY","MOBILE INVERT"
"117793",2013,7,"2013-07-29","SCTW",2,"HACO",0,"Haliotis corrugata","Gastropoda","SOLITARY","MOBILE INVERT"
"117796",2013,7,"2013-07-29","SCTW",2,"HARU",0,"Haliotis rufescens","Gastropoda","SOLITARY","MOBILE INVERT"
"117807",2013,7,"2013-07-29","SCTW",2,"KEKE",0,"Kelletia kelletii","Gastropoda","SOLITARY","MOBILE INVERT"
"117808",2013,7,"2013-07-29","SCTW",2,"LA",0,"Lytechinus pictus","Echinoidea","SOLITARY","MOBILE INVERT"
"117813",2013,7,"2013-07-29","SCTW",2,"LIGL",0,"Pomaulax gibberosus; Megastraea undosa","Gastropoda","SOLITARY","MOBILE INVERT"
"117817",2013,7,"2013-07-29","SCTW",2,"LOGR",0,"Loxorhynchus grandis","Malacostraca","SOLITARY","MOBILE INVERT"
"117823",2013,7,"2013-07-29","SCTW",2,"MECR",0,"Megathura crenulata","Gastropoda","SOLITARY","MOBILE INVERT"
"117824",2013,7,"2013-07-29","SCTW",2,"MIID",0,"Atrimitra idae","Gastropoda","SOLITARY","MOBILE INVERT"
"117833",2013,7,"2013-07-29","SCTW",2,"NONO",0,"Norrisia norrisii","Gastropoda","SOLITARY","MOBILE INVERT"
"117836",2013,7,"2013-07-29","SCTW",2,"OCTO",0.196393477667634,"Octopus spp. ","Cephalopoda","SOLITARY","MOBILE INVERT"
"117838",2013,7,"2013-07-29","SCTW",2,"OKL",0,"Orthasterias koehleri","Asteroidea","SOLITARY","MOBILE INVERT"
"117839",2013,7,"2013-07-29","SCTW",2,"OPES",0,"Ophioplocus esmarki","Ophiuroidea","SOLITARY","MOBILE INVERT"
"117841",2013,7,"2013-07-29","SCTW",2,"OPSP",0,"Ophiothrix spiculata","Ophiuroidea","SOLITARY","MOBILE INVERT"
"117845",2013,7,"2013-07-29","SCTW",2,"PAIN",0,"Panulirus interruptus","Malacostraca","SOLITARY","MOBILE INVERT"
"117846",2013,7,"2013-07-29","SCTW",2,"PAPA",0.823065297859017,"Apostichopus parvimensis","Holothuroidea","SOLITARY","MOBILE INVERT"
"117848",2013,7,"2013-07-29","SCTW",2,"PBL",0,"Pisaster brevispinus","Asteroidea","SOLITARY","MOBILE INVERT"
